Cell,Louvain_Stage,Annotation_Stage
cell_26212,5,
cell_26213,6,
cell_26214,0,
cell_26215,9,
cell_26216,11,
cell_26217,6,
cell_26218,12,
cell_26219,7,
cell_26220,8,
cell_26221,4,
cell_26222,6,
cell_26224,5,
cell_26227,2,
cell_26228,2,
cell_26229,1,
cell_26230,5,
cell_26231,2,
cell_26233,2,
cell_26234,5,
cell_26235,0,
cell_26236,12,
cell_26237,3,
cell_26238,7,
cell_26239,11,
cell_26240,0,
cell_26241,0,
cell_26242,3,
cell_26243,6,
cell_26244,0,
cell_26245,10,
cell_26246,11,
cell_26247,5,
cell_26248,6,
cell_26249,8,
cell_26250,2,
cell_26251,2,
cell_26253,2,
cell_26254,1,
cell_26255,2,
cell_26258,10,
cell_26259,5,
cell_26260,1,
cell_26261,1,
cell_26263,2,
cell_26264,6,
cell_26265,1,
cell_26266,1,
cell_26267,6,
cell_26268,0,
cell_26269,3,
cell_26270,0,
cell_26271,6,
cell_26272,3,
cell_26273,9,
cell_26274,11,
cell_26275,0,
cell_26276,12,
cell_26277,5,
cell_26278,3,
cell_26279,11,
cell_26280,2,
cell_26281,12,
cell_26282,5,
cell_26284,10,
cell_26285,0,
cell_26286,0,
cell_26287,13,
cell_26289,5,
cell_26290,0,
cell_26291,11,
cell_26292,0,
cell_26293,3,
cell_26294,7,
cell_26296,10,
cell_26298,9,
cell_26299,6,
cell_26300,10,
cell_26301,6,
cell_26302,2,
cell_26303,8,
cell_26304,11,
cell_26305,6,
cell_26306,8,
cell_26307,12,
cell_26308,0,
cell_26309,0,
cell_26310,12,
cell_26311,3,
cell_26312,5,
cell_26313,6,
cell_26314,7,
cell_26315,0,
cell_26317,11,
cell_26318,0,
cell_26319,9,
cell_26320,1,
cell_26321,9,
cell_26322,8,
cell_26323,0,
cell_26324,1,
cell_26325,2,
cell_26326,10,
cell_26327,1,
cell_26328,2,
cell_26329,1,
cell_26331,2,
cell_26332,3,
cell_26333,1,
cell_26335,7,
cell_26336,11,
cell_26339,0,
cell_26340,7,
cell_26341,2,
cell_26342,7,
cell_26343,1,
cell_26344,7,
cell_26345,7,
cell_26346,6,
cell_26347,8,
cell_26348,10,
cell_26349,5,
cell_26350,0,
cell_26351,5,
cell_26352,9,
cell_26353,5,
cell_26354,6,
cell_26355,3,
cell_26357,2,
cell_26358,14,
cell_26359,11,
cell_26360,2,
cell_26361,15,
cell_26362,10,
cell_26363,11,
cell_26364,4,
cell_26365,5,
cell_26366,8,
cell_26367,2,
cell_26368,2,
cell_26370,6,
cell_26371,1,
cell_26372,2,
cell_26373,0,
cell_26374,12,
cell_26376,9,
cell_26377,1,
cell_26378,0,
cell_26379,4,
cell_26380,5,
cell_26381,6,
cell_26382,14,
cell_26383,1,
cell_26384,8,
cell_26385,1,
cell_26386,8,
cell_26387,12,
cell_26389,11,
cell_26390,1,
cell_26391,11,
cell_26392,1,
cell_26393,5,
cell_26394,2,
cell_26395,4,
cell_26396,0,
cell_26397,1,
cell_26398,6,
cell_26399,10,
cell_26400,4,
cell_26401,6,
cell_26402,14,
cell_26403,0,
cell_26404,3,
cell_26405,1,
cell_26406,5,
cell_26407,7,
cell_26408,5,
cell_26409,10,
cell_26411,11,
cell_26412,6,
cell_26413,12,
cell_26414,2,
cell_26415,2,
cell_26416,1,
cell_26417,3,
cell_26418,1,
cell_26419,2,
cell_26420,7,
cell_26422,0,
cell_26423,0,
cell_26425,3,
cell_26426,2,
cell_26427,7,
cell_26428,12,
cell_26429,10,
cell_26430,4,
cell_26431,6,
cell_26432,6,
cell_26433,2,
cell_26434,5,
cell_26435,3,
cell_26436,5,
cell_26437,1,
cell_26438,0,
cell_26439,1,
cell_26440,0,
cell_26441,2,
cell_26442,4,
cell_26443,10,
cell_26444,0,
cell_26445,0,
cell_26446,5,
cell_26447,3,
cell_26448,12,
cell_26449,0,
cell_26451,9,
cell_26452,6,
cell_26453,6,
cell_26455,7,
cell_26456,0,
cell_26457,6,
cell_26458,1,
cell_26459,10,
cell_26460,2,
cell_26461,0,
cell_26462,5,
cell_26463,2,
cell_26464,2,
cell_26465,6,
cell_26467,4,
cell_26469,5,
cell_26471,6,
cell_26472,7,
cell_26474,7,
cell_26475,9,
cell_26476,5,
cell_26477,1,
cell_26478,1,
cell_26479,11,
cell_26480,12,
cell_26481,5,
cell_26482,0,
cell_26483,9,
cell_26484,5,
cell_26485,1,
cell_26486,13,
cell_26490,1,
cell_26492,14,
cell_26494,0,
cell_26495,4,
cell_26496,1,
cell_26497,2,
cell_26498,2,
cell_26500,2,
cell_26502,6,
cell_26503,12,
cell_26504,7,
cell_26505,1,
cell_26506,12,
cell_26507,12,
cell_26508,2,
cell_26509,5,
cell_26511,1,
cell_26512,3,
cell_26513,9,
cell_26514,2,
cell_26515,9,
cell_26518,6,
cell_26519,0,
cell_26520,9,
cell_26521,5,
cell_26522,4,
cell_26523,2,
cell_26524,2,
cell_26525,2,
cell_26526,5,
cell_26527,5,
cell_26528,4,
cell_26529,3,
cell_26530,2,
cell_26531,6,
cell_26532,13,
cell_26533,3,
cell_26534,4,
cell_26535,1,
cell_26536,0,
cell_26537,0,
cell_26538,8,
cell_26539,1,
cell_26540,10,
cell_26541,0,
cell_26542,3,
cell_26543,1,
cell_26544,12,
cell_26545,4,
cell_26546,1,
cell_26547,5,
cell_26548,9,
cell_26549,6,
cell_26550,1,
cell_26551,10,
cell_26552,1,
cell_26553,9,
cell_26554,1,
cell_26555,11,
cell_26556,10,
cell_26557,4,
cell_26558,1,
cell_26559,5,
cell_26560,3,
cell_26561,6,
cell_26562,3,
cell_26563,11,
cell_26564,10,
cell_26565,7,
cell_26566,6,
cell_26567,3,
cell_26568,4,
cell_26569,5,
cell_26570,5,
cell_26571,9,
cell_26572,0,
cell_26573,5,
cell_26574,2,
cell_26575,7,
cell_26576,1,
cell_26577,0,
cell_26578,3,
cell_26579,10,
cell_26580,2,
cell_26581,0,
cell_26582,4,
cell_26583,1,
cell_26584,5,
cell_26585,11,
cell_26586,1,
cell_26587,6,
cell_26588,8,
cell_26589,2,
cell_26590,10,
cell_26591,11,
cell_26592,5,
cell_26593,6,
cell_26594,4,
cell_26595,5,
cell_26596,4,
cell_26597,1,
cell_26598,5,
cell_26599,10,
cell_26600,6,
cell_26601,2,
cell_26602,2,
cell_26604,4,
cell_26605,4,
cell_26606,0,
cell_26607,5,
cell_26609,2,
cell_26611,1,
cell_26612,3,
cell_26614,6,
cell_26615,0,
cell_26616,14,
cell_26617,7,
cell_26618,5,
cell_26619,2,
cell_26620,13,
cell_26621,5,
cell_26622,2,
cell_26623,1,
cell_26624,6,
cell_26625,2,
cell_26626,0,
cell_26627,0,
cell_26628,5,
cell_26629,6,
cell_26630,5,
cell_26631,6,
cell_26632,1,
cell_26633,1,
cell_26634,2,
cell_26636,15,
cell_26637,4,
cell_26638,7,
cell_26639,11,
cell_26641,5,
cell_26642,3,
cell_26643,10,
cell_26644,10,
cell_26645,2,
cell_26646,0,
cell_26647,3,
cell_26648,9,
cell_26649,2,
cell_26650,10,
cell_26652,0,
cell_26653,5,
cell_26654,1,
cell_26655,1,
cell_26656,2,
cell_26657,6,
cell_26658,7,
cell_26660,7,
cell_26661,1,
cell_26662,3,
cell_26663,15,
cell_26664,10,
cell_26665,1,
cell_26666,10,
cell_26667,4,
cell_26668,8,
cell_26669,7,
cell_26670,10,
cell_26671,2,
cell_26672,6,
cell_26673,2,
cell_26674,0,
cell_26675,1,
cell_26676,2,
cell_26678,2,
cell_26680,1,
cell_26681,6,
cell_26683,5,
cell_26684,5,
cell_26685,11,
cell_26686,5,
cell_26687,7,
cell_26688,0,
cell_26689,2,
cell_26690,10,
cell_26692,2,
cell_26693,10,
cell_26694,11,
cell_26695,0,
cell_26696,3,
cell_26697,4,
cell_26699,5,
cell_26700,5,
cell_26701,0,
cell_26702,4,
cell_26703,4,
cell_26704,3,
cell_26705,12,
cell_26706,9,
cell_26707,9,
cell_26709,6,
cell_26710,11,
cell_26711,1,
cell_26712,1,
cell_26713,10,
cell_26714,9,
cell_26715,7,
cell_26717,11,
cell_26719,6,
cell_26720,2,
cell_26721,11,
cell_26722,2,
cell_26723,1,
cell_26724,11,
cell_26725,5,
cell_26726,6,
cell_26728,0,
cell_26729,2,
cell_26730,6,
cell_26731,0,
cell_26732,6,
cell_26733,8,
cell_26734,5,
cell_26735,6,
cell_26736,2,
cell_26737,4,
cell_26738,4,
cell_26739,6,
cell_26740,10,
cell_26741,9,
cell_26742,1,
cell_26743,9,
cell_26744,0,
cell_26745,1,
cell_26746,6,
cell_26747,12,
cell_26748,3,
cell_26749,15,
cell_26750,2,
cell_26751,1,
cell_26752,4,
cell_26753,1,
cell_26754,1,
cell_26755,5,
cell_26756,1,
cell_26757,0,
cell_26759,5,
cell_26760,2,
cell_26761,2,
cell_26762,0,
cell_26763,10,
cell_26765,2,
cell_26767,3,
cell_26768,1,
cell_26769,9,
cell_26770,5,
cell_26771,8,
cell_26772,11,
cell_26773,11,
cell_26774,3,
cell_26775,4,
cell_26776,2,
cell_26777,0,
cell_26778,5,
cell_26779,8,
cell_26780,5,
cell_26782,2,
cell_26784,5,
cell_26785,2,
cell_26786,6,
cell_26787,4,
cell_26788,7,
cell_26789,6,
cell_26790,3,
cell_26791,13,
cell_26792,1,
cell_26793,6,
cell_26794,9,
cell_26795,4,
cell_26796,6,
cell_26797,6,
cell_26798,6,
cell_26799,0,
cell_26800,1,
cell_26801,10,
cell_26802,6,
cell_26803,5,
cell_26804,12,
cell_26805,10,
cell_26807,2,
cell_26808,0,
cell_26809,6,
cell_26810,8,
cell_26811,4,
cell_26812,5,
cell_26813,11,
cell_26814,12,
cell_26815,0,
cell_26816,10,
cell_26817,2,
cell_26818,2,
cell_26819,1,
cell_26820,13,
cell_26821,3,
cell_26822,9,
cell_26823,5,
cell_26824,2,
cell_26825,5,
cell_26826,6,
cell_26827,0,
cell_26828,9,
cell_26829,1,
cell_26830,2,
cell_26832,1,
cell_26833,6,
cell_26834,6,
cell_26835,6,
cell_26836,7,
cell_26837,4,
cell_26838,1,
cell_26839,1,
cell_26840,12,
cell_26841,8,
cell_26842,11,
cell_26843,11,
cell_26844,0,
cell_26846,3,
cell_26847,10,
cell_26848,7,
cell_26849,0,
cell_26850,6,
cell_26851,8,
cell_26852,2,
cell_26854,2,
cell_26855,13,
cell_26856,2,
cell_26857,4,
cell_26858,12,
cell_26859,3,
cell_26860,10,
cell_26861,0,
cell_26862,6,
cell_26863,10,
cell_26865,11,
cell_26866,12,
cell_26867,0,
cell_26868,9,
cell_26870,4,
cell_26871,0,
cell_26873,6,
cell_26875,11,
cell_26876,5,
cell_26877,1,
cell_26878,0,
cell_26879,10,
cell_26880,1,
cell_26881,2,
cell_26882,6,
cell_26883,2,
cell_26884,2,
cell_26885,4,
cell_26886,2,
cell_26887,15,
cell_26888,0,
cell_26889,8,
cell_26890,4,
cell_26891,10,
cell_26892,11,
cell_26893,1,
cell_26894,9,
cell_26895,5,
cell_26896,0,
cell_26897,8,
cell_26898,4,
cell_26899,0,
cell_26900,8,
cell_26901,1,
cell_26903,2,
cell_26904,6,
cell_26905,6,
cell_26906,8,
cell_26907,13,
cell_26908,2,
cell_26909,3,
cell_26910,15,
cell_26911,0,
cell_26912,14,
cell_26913,0,
cell_26914,2,
cell_26915,11,
cell_26916,4,
cell_26917,9,
cell_26918,6,
cell_26920,10,
cell_26921,7,
cell_26922,7,
cell_26923,7,
cell_26924,2,
cell_26925,5,
cell_26926,5,
cell_26927,12,
cell_26928,0,
cell_26929,2,
cell_26930,2,
cell_26931,2,
cell_26932,2,
cell_26933,9,
cell_26934,5,
cell_26935,9,
cell_26937,2,
cell_26939,4,
cell_26940,5,
cell_26942,5,
cell_26943,5,
cell_26944,10,
cell_26946,2,
cell_26947,7,
cell_26948,4,
cell_26949,10,
cell_26950,1,
cell_26951,6,
cell_26952,0,
cell_26953,1,
cell_26955,5,
cell_26956,2,
cell_26957,1,
cell_26958,12,
cell_26959,1,
cell_26961,10,
cell_26962,12,
cell_26963,2,
cell_26964,4,
cell_26965,12,
cell_26966,0,
cell_26967,4,
cell_26969,0,
cell_26970,2,
cell_26971,5,
cell_26973,8,
cell_26974,3,
cell_26977,1,
cell_26978,3,
cell_26979,2,
cell_26980,0,
cell_26981,2,
cell_26982,5,
cell_26983,1,
cell_26984,0,
cell_26987,5,
cell_26988,4,
cell_26989,10,
cell_26990,11,
cell_26991,1,
cell_26992,6,
cell_26993,6,
cell_26994,6,
cell_26995,9,
cell_26996,5,
cell_26997,10,
cell_26999,3,
cell_27000,2,
cell_27001,12,
cell_27002,5,
cell_27003,0,
cell_27004,8,
cell_27005,5,
cell_27006,2,
cell_27007,5,
cell_27008,3,
cell_27009,2,
cell_27010,6,
cell_27011,0,
cell_27013,9,
cell_27014,6,
cell_27016,6,
cell_27017,2,
cell_27018,6,
cell_27019,6,
cell_27020,12,
cell_27021,5,
cell_27022,9,
cell_27023,1,
cell_27024,2,
cell_27025,3,
cell_27026,6,
cell_27027,12,
cell_27028,9,
cell_27029,10,
cell_27030,11,
cell_27031,7,
cell_27032,3,
cell_27033,1,
cell_27034,2,
cell_27035,3,
cell_27036,2,
cell_27037,0,
cell_27038,11,
cell_27039,13,
cell_27040,1,
cell_27041,2,
cell_27042,2,
cell_27043,2,
cell_27044,3,
cell_27045,7,
cell_27046,2,
cell_27047,8,
cell_27048,0,
cell_27049,3,
cell_27050,10,
cell_27051,1,
cell_27052,13,
cell_27053,1,
cell_27054,8,
cell_27055,1,
cell_27056,13,
cell_27057,7,
cell_27058,8,
cell_27059,0,
cell_27060,6,
cell_27061,9,
cell_27062,4,
cell_27063,1,
cell_27064,0,
cell_27065,11,
cell_27067,1,
cell_27068,0,
cell_27069,5,
cell_27070,4,
cell_27071,0,
cell_27072,9,
cell_27073,4,
cell_27074,0,
cell_27075,11,
cell_27076,0,
cell_27077,0,
cell_27078,1,
cell_27079,10,
cell_27080,4,
cell_27081,6,
cell_27082,6,
cell_27083,0,
cell_27085,7,
cell_27086,4,
cell_27088,10,
cell_27089,9,
cell_27090,0,
cell_27091,11,
cell_27092,5,
cell_27094,7,
cell_27095,11,
cell_27096,5,
cell_27097,1,
cell_27098,12,
cell_27099,7,
cell_27100,11,
cell_27101,2,
cell_27102,2,
cell_27103,4,
cell_27105,5,
cell_27106,11,
cell_27108,12,
cell_27109,3,
cell_27110,5,
cell_27111,0,
cell_27112,1,
cell_27113,0,
cell_27115,3,
cell_27116,2,
cell_27117,4,
cell_27118,8,
cell_27119,6,
cell_27120,0,
cell_27121,3,
cell_27122,5,
cell_27123,4,
cell_27124,5,
cell_27125,1,
cell_27126,1,
cell_27128,11,
cell_27130,3,
cell_27131,2,
cell_27132,6,
cell_27133,6,
cell_27134,8,
cell_27135,9,
cell_27137,1,
cell_27139,10,
cell_27140,11,
cell_27141,7,
cell_27142,5,
cell_27143,11,
cell_27144,8,
cell_27145,6,
cell_27147,0,
cell_27148,6,
cell_27149,3,
cell_27150,2,
cell_27151,2,
cell_27152,2,
cell_27153,0,
cell_27154,0,
cell_27155,15,
cell_27156,9,
cell_27157,5,
cell_27158,11,
cell_27159,6,
cell_27161,13,
cell_27162,2,
cell_27163,3,
cell_27164,4,
cell_27165,15,
cell_27166,1,
cell_27167,1,
cell_27168,4,
cell_27169,8,
cell_27170,2,
cell_27171,9,
cell_27175,4,
cell_27176,2,
cell_27177,11,
cell_27178,6,
cell_27180,11,
cell_27181,12,
cell_27182,1,
cell_27184,11,
cell_27185,10,
cell_27186,5,
cell_27188,3,
cell_27189,0,
cell_27190,10,
cell_27191,5,
cell_27192,4,
cell_27193,7,
cell_27194,10,
cell_27195,1,
cell_27197,2,
cell_27198,2,
cell_27199,8,
cell_27200,9,
cell_27201,6,
cell_27203,2,
cell_27204,2,
cell_27205,10,
cell_27206,1,
cell_27207,0,
cell_27208,5,
cell_27209,13,
cell_27210,8,
cell_27211,6,
cell_27212,2,
cell_27213,0,
cell_27214,2,
cell_27215,7,
cell_27216,2,
cell_27217,10,
cell_27218,2,
cell_27219,1,
cell_27220,13,
cell_27221,5,
cell_27222,4,
cell_27223,12,
cell_27224,2,
cell_27225,12,
cell_27226,9,
cell_27227,4,
cell_27228,3,
cell_27229,3,
cell_27231,1,
cell_27232,0,
cell_27233,10,
cell_27234,1,
cell_27235,2,
cell_27236,13,
cell_27237,8,
cell_27238,1,
cell_27241,8,
cell_27243,6,
cell_27245,5,
cell_27246,1,
cell_27247,5,
cell_27249,1,
cell_27250,6,
cell_27251,0,
cell_27253,10,
cell_27254,0,
cell_27255,9,
cell_27257,1,
cell_27258,3,
cell_27259,1,
cell_27260,3,
cell_27261,1,
cell_27262,5,
cell_27263,10,
cell_27264,2,
cell_27265,13,
cell_27266,2,
cell_27267,1,
cell_27268,2,
cell_27269,11,
cell_27270,6,
cell_27271,2,
cell_27272,6,
cell_27273,6,
cell_27274,4,
cell_27275,0,
cell_27276,1,
cell_27277,8,
cell_27278,5,
cell_27279,11,
cell_27280,2,
cell_27281,0,
cell_27282,3,
cell_27283,14,
cell_27285,2,
cell_27286,5,
cell_27287,3,
cell_27288,8,
cell_27289,1,
cell_27290,2,
cell_27291,2,
cell_27292,5,
cell_27293,2,
cell_27294,9,
cell_27296,6,
cell_27297,3,
cell_27299,10,
cell_27300,4,
cell_27301,0,
cell_27302,5,
cell_27303,1,
cell_27304,13,
cell_27305,2,
cell_27306,8,
cell_27307,2,
cell_27308,2,
cell_27309,1,
cell_27310,6,
cell_27311,5,
cell_27312,9,
cell_27314,1,
cell_27315,1,
cell_27316,0,
cell_27317,7,
cell_27318,1,
cell_27319,11,
cell_27320,4,
cell_27321,13,
cell_27322,2,
cell_27323,0,
cell_27324,5,
cell_27325,2,
cell_27326,7,
cell_27327,0,
cell_27328,4,
cell_27329,1,
cell_27330,3,
cell_27331,2,
cell_27332,4,
cell_27333,5,
cell_27335,0,
cell_27336,11,
cell_27337,2,
cell_27339,6,
cell_27340,0,
cell_27341,1,
cell_27342,4,
cell_27343,11,
cell_27344,3,
cell_27345,6,
cell_27346,13,
cell_27347,1,
cell_27349,3,
cell_27350,1,
cell_27351,5,
cell_27353,12,
cell_27354,7,
cell_27355,1,
cell_27356,0,
cell_27357,2,
cell_27358,10,
cell_27359,12,
cell_27360,0,
cell_27361,10,
cell_27362,1,
cell_27363,6,
cell_27364,2,
cell_27365,11,
cell_27366,10,
cell_27367,1,
cell_27368,5,
cell_27369,5,
cell_27370,5,
cell_27372,9,
cell_27373,7,
cell_27374,12,
cell_27375,11,
cell_27376,6,
cell_27377,1,
cell_27378,1,
cell_27379,5,
cell_27380,1,
cell_27381,1,
cell_27382,0,
cell_27383,2,
cell_27384,5,
cell_27385,0,
cell_27386,2,
cell_27387,6,
cell_27389,0,
cell_27390,6,
cell_27391,3,
cell_27392,6,
cell_27393,2,
cell_27394,2,
cell_27396,3,
cell_27397,12,
cell_27398,3,
cell_27400,1,
cell_27401,2,
cell_27402,12,
cell_27403,7,
cell_27404,11,
cell_27405,12,
cell_27406,0,
cell_27407,6,
cell_27408,7,
cell_27409,5,
cell_27410,5,
cell_27411,0,
cell_27412,6,
cell_27413,7,
cell_27414,0,
cell_27415,6,
cell_27416,1,
cell_27417,0,
cell_27418,4,
cell_27419,8,
cell_27421,1,
cell_27423,2,
cell_27424,11,
cell_27426,0,
cell_27427,1,
cell_27428,0,
cell_27429,6,
cell_27430,1,
cell_27431,2,
cell_27432,11,
cell_27433,4,
cell_27434,1,
cell_27435,0,
cell_27436,1,
cell_27437,0,
cell_27438,9,
cell_27439,0,
cell_27440,1,
cell_27442,6,
cell_27443,12,
cell_27444,6,
cell_27445,0,
cell_27446,6,
cell_27448,13,
cell_27449,2,
cell_27450,1,
cell_27451,11,
cell_27452,2,
cell_27453,8,
cell_27454,6,
cell_27455,5,
cell_27456,1,
cell_27457,5,
cell_27458,5,
cell_27459,6,
cell_27460,8,
cell_27461,3,
cell_27462,12,
cell_27463,12,
cell_27464,10,
cell_27465,1,
cell_27466,0,
cell_27467,1,
cell_27468,4,
cell_27469,3,
cell_27470,5,
cell_27471,3,
cell_27472,2,
cell_27473,5,
cell_27474,7,
cell_27475,9,
cell_27476,0,
cell_27477,10,
cell_27478,0,
cell_27479,8,
cell_27480,0,
cell_27481,1,
cell_27482,10,
cell_27483,1,
cell_27484,12,
cell_27485,0,
cell_27486,2,
cell_27487,5,
cell_27488,3,
cell_27489,0,
cell_27490,0,
cell_27491,9,
cell_27492,0,
cell_27493,2,
cell_27494,5,
cell_27495,8,
cell_27496,1,
cell_27497,5,
cell_27498,9,
cell_27499,1,
cell_27500,2,
cell_27501,5,
cell_27502,7,
cell_27503,5,
cell_27504,1,
cell_27505,2,
cell_27506,2,
cell_27507,5,
cell_27508,0,
cell_27509,2,
cell_27510,8,
cell_27511,1,
cell_27512,5,
cell_27513,6,
cell_27514,4,
cell_27515,4,
cell_27516,3,
cell_27517,4,
cell_27518,2,
cell_27519,1,
cell_27520,6,
cell_27521,12,
cell_27522,5,
cell_27523,6,
cell_27525,6,
cell_27526,3,
cell_27527,3,
cell_27528,2,
cell_27529,1,
cell_27530,0,
cell_27531,1,
cell_27533,8,
cell_27534,4,
cell_27535,10,
cell_27536,0,
cell_27537,0,
cell_27539,0,
cell_27540,4,
cell_27541,1,
cell_27542,2,
cell_27543,2,
cell_27544,4,
cell_27545,15,
cell_27546,1,
cell_27547,6,
cell_27549,6,
cell_27550,11,
cell_27551,2,
cell_27553,15,
cell_27554,5,
cell_27555,10,
cell_27556,1,
cell_27557,8,
cell_27559,1,
cell_27560,11,
cell_27561,6,
cell_27562,1,
cell_27563,4,
cell_27564,0,
cell_27565,1,
cell_27567,0,
cell_27568,1,
cell_27569,3,
cell_27570,2,
cell_27571,1,
cell_27572,7,
cell_27573,1,
cell_27574,2,
cell_27575,5,
cell_27577,11,
cell_27578,5,
cell_27579,5,
cell_27580,12,
cell_27581,7,
cell_27582,5,
cell_27583,2,
cell_27584,1,
cell_27586,9,
cell_27587,2,
cell_27588,1,
cell_27589,11,
cell_27590,6,
cell_27591,8,
cell_27592,0,
cell_27593,9,
cell_27594,0,
cell_27595,12,
cell_27596,6,
cell_27597,5,
cell_27599,1,
cell_27600,2,
cell_27601,0,
cell_27602,2,
cell_27604,11,
cell_27605,11,
cell_27606,0,
cell_27607,12,
cell_27608,13,
cell_27609,2,
cell_27611,6,
cell_27612,2,
cell_27613,4,
cell_27615,6,
cell_27616,10,
cell_27617,9,
cell_27618,4,
cell_27619,1,
cell_27620,13,
cell_27622,1,
cell_27623,7,
cell_27624,6,
cell_27625,5,
cell_27626,1,
cell_27627,6,
cell_27628,6,
cell_27629,0,
cell_27630,7,
cell_27631,1,
cell_27632,5,
cell_27633,11,
cell_27634,4,
cell_27635,0,
cell_27637,0,
cell_27639,6,
cell_27640,2,
cell_27641,0,
cell_27642,4,
cell_27643,6,
cell_27644,1,
cell_27646,6,
cell_27647,10,
cell_27648,12,
cell_27649,4,
cell_27650,6,
cell_27651,0,
cell_27652,7,
cell_27653,0,
cell_27654,4,
cell_27655,1,
cell_27656,11,
cell_27657,2,
cell_27658,6,
cell_27659,5,
cell_27660,11,
cell_27661,9,
cell_27662,10,
cell_27663,4,
cell_27664,5,
cell_27665,1,
cell_27667,1,
cell_27668,5,
cell_27669,7,
cell_27670,5,
cell_27671,3,
cell_27672,9,
cell_27673,8,
cell_27674,11,
cell_27675,0,
cell_27676,1,
cell_27677,5,
cell_27678,4,
cell_27679,12,
cell_27680,11,
cell_27681,6,
cell_27682,10,
cell_27683,3,
cell_27684,2,
cell_27685,3,
cell_27686,7,
cell_27687,0,
cell_27688,5,
cell_27689,4,
cell_27690,10,
cell_27691,0,
cell_27692,2,
cell_27693,0,
cell_27694,11,
cell_27696,0,
cell_27697,3,
cell_27698,3,
cell_27699,0,
cell_27700,5,
cell_27702,2,
cell_27703,7,
cell_27704,0,
cell_27705,11,
cell_27706,1,
cell_27707,2,
cell_27708,2,
cell_27709,7,
cell_27710,0,
cell_27712,6,
cell_27713,5,
cell_27714,6,
cell_27716,2,
cell_27718,0,
cell_27719,6,
cell_27720,5,
cell_27721,0,
cell_27722,7,
cell_27723,4,
cell_27724,2,
cell_27725,4,
cell_27726,9,
cell_27728,3,
cell_27729,2,
cell_27730,1,
cell_27731,0,
cell_27732,0,
cell_27733,3,
cell_27734,2,
cell_27735,0,
cell_27736,2,
cell_27737,0,
cell_27738,1,
cell_27739,5,
cell_27740,5,
cell_27741,2,
cell_27742,0,
cell_27743,0,
cell_27745,0,
cell_27746,0,
cell_27747,5,
cell_27748,0,
cell_27749,9,
cell_27750,3,
cell_27751,3,
cell_27752,11,
cell_27754,2,
cell_27755,2,
cell_27756,7,
cell_27757,0,
cell_27758,3,
cell_27759,6,
cell_27760,0,
cell_27761,5,
cell_27763,4,
cell_27764,0,
cell_27765,6,
cell_27766,1,
cell_27767,6,
cell_27768,4,
cell_27769,2,
cell_27770,1,
cell_27771,3,
cell_27772,5,
cell_27773,0,
cell_27774,5,
cell_27775,2,
cell_27776,8,
cell_27777,9,
cell_27778,3,
cell_27779,2,
cell_27780,1,
cell_27781,1,
cell_27782,0,
cell_27783,2,
cell_27784,2,
cell_27785,2,
cell_27786,10,
cell_27787,1,
cell_27789,2,
cell_27790,1,
cell_27792,4,
cell_27793,0,
cell_27794,1,
cell_27795,3,
cell_27796,5,
cell_27797,5,
cell_27798,7,
cell_27800,2,
cell_27801,7,
cell_27802,0,
cell_27803,11,
cell_27804,3,
cell_27805,0,
cell_27806,0,
cell_27807,1,
cell_27808,0,
cell_27809,5,
cell_27810,0,
cell_27811,0,
cell_27812,2,
cell_27814,0,
cell_27815,3,
cell_27816,0,
cell_27817,4,
cell_27818,1,
cell_27819,0,
cell_27820,3,
cell_27821,0,
cell_27822,4,
cell_27823,1,
cell_27824,5,
cell_27825,4,
cell_27826,2,
cell_27827,5,
cell_27828,3,
cell_27829,1,
cell_27830,0,
cell_27831,0,
cell_27832,1,
cell_27833,9,
cell_27834,3,
cell_27835,3,
cell_27836,11,
cell_27837,0,
cell_27838,4,
cell_27839,0,
cell_27840,5,
cell_27841,2,
cell_27842,1,
cell_27843,3,
cell_27845,1,
cell_27846,4,
cell_27847,1,
cell_27848,9,
cell_27849,1,
cell_27850,1,
cell_27852,7,
cell_27853,6,
cell_27854,0,
cell_27855,0,
cell_27856,4,
cell_27857,11,
cell_27858,7,
cell_27859,7,
cell_27860,0,
cell_27861,2,
cell_27862,10,
cell_27863,4,
cell_27864,1,
cell_27865,3,
cell_27866,11,
cell_27868,2,
cell_27869,1,
cell_27870,3,
cell_27871,8,
cell_27872,4,
cell_27874,4,
cell_27875,1,
cell_27876,2,
cell_27877,11,
cell_27878,7,
cell_27879,4,
cell_27880,2,
cell_27881,0,
cell_27882,0,
cell_27883,1,
cell_27884,4,
cell_27885,6,
cell_27886,3,
cell_27887,3,
cell_27888,2,
cell_27889,4,
cell_27890,5,
cell_27891,4,
cell_27892,1,
cell_27893,4,
cell_27894,2,
cell_27895,5,
cell_27897,1,
cell_27898,1,
cell_27899,4,
cell_27900,0,
cell_27901,0,
cell_27902,0,
cell_27903,6,
cell_27904,9,
cell_27905,2,
cell_27906,6,
cell_27907,7,
cell_27908,0,
cell_27909,5,
cell_27910,2,
cell_27911,0,
cell_27912,0,
cell_27913,5,
cell_27914,2,
cell_27915,6,
cell_27916,3,
cell_27917,0,
cell_27918,0,
cell_27919,2,
cell_27920,9,
cell_27921,2,
cell_27922,1,
cell_27923,2,
cell_27924,6,
cell_27925,1,
cell_27926,3,
cell_27927,2,
cell_27928,2,
cell_27929,0,
cell_27931,6,
cell_27932,3,
cell_27933,6,
cell_27934,2,
