,Stage,Sample,Louvain,DPC
1457,E6.5,5,0,2
1458,E6.5,5,2,3
1459,E6.5,5,4,2
1460,E6.5,5,2,3
1461,E6.5,5,1,2
1462,E6.5,5,5,0
1463,E6.5,5,3,2
1464,E6.5,5,4,2
1465,E6.5,5,3,2
1466,E6.5,5,0,2
1467,E6.5,5,1,2
1468,E6.5,5,0,5
1469,E6.5,5,3,2
1471,E6.5,5,3,2
1472,E6.5,5,2,3
1473,E6.5,5,0,1
1475,E6.5,5,4,2
1476,E6.5,5,0,2
1477,E6.5,5,3,2
1478,E6.5,5,2,3
1479,E6.5,5,2,3
1481,E6.5,5,2,3
1482,E6.5,5,3,2
1483,E6.5,5,1,2
1484,E6.5,5,2,3
1487,E6.5,5,0,2
1488,E6.5,5,5,0
1489,E6.5,5,3,2
1490,E6.5,5,5,4
1491,E6.5,5,3,2
1492,E6.5,5,0,2
1493,E6.5,5,2,3
1494,E6.5,5,3,2
1495,E6.5,5,4,2
1496,E6.5,5,4,2
1497,E6.5,5,4,2
1498,E6.5,5,4,2
1499,E6.5,5,1,2
1500,E6.5,5,0,1
1501,E6.5,5,2,3
1502,E6.5,5,2,3
1503,E6.5,5,3,2
1504,E6.5,5,3,2
1505,E6.5,5,2,3
1507,E6.5,5,3,2
1508,E6.5,5,4,2
1509,E6.5,5,4,2
1510,E6.5,5,5,0
1511,E6.5,5,0,1
1512,E6.5,5,0,1
1513,E6.5,5,0,1
1514,E6.5,5,3,2
1515,E6.5,5,2,3
1516,E6.5,5,1,2
1517,E6.5,5,0,1
1518,E6.5,5,0,5
1519,E6.5,5,1,2
1520,E6.5,5,0,1
1521,E6.5,5,4,2
1522,E6.5,5,4,2
1523,E6.5,5,3,2
1524,E6.5,5,0,1
1526,E6.5,5,1,2
1527,E6.5,5,2,3
1528,E6.5,5,2,3
1529,E6.5,5,3,2
1530,E6.5,5,1,2
1533,E6.5,5,0,1
1534,E6.5,5,2,3
1535,E6.5,5,2,3
1536,E6.5,5,1,2
1538,E6.5,5,5,4
1539,E6.5,5,0,1
1540,E6.5,5,1,2
1542,E6.5,5,1,2
1543,E6.5,5,4,2
1545,E6.5,5,2,3
1546,E6.5,5,3,2
1547,E6.5,5,0,2
1548,E6.5,5,0,1
1549,E6.5,5,1,2
1551,E6.5,5,4,2
1552,E6.5,5,4,2
1553,E6.5,5,0,5
1555,E6.5,5,5,0
1556,E6.5,5,0,5
1557,E6.5,5,2,3
1558,E6.5,5,4,2
1559,E6.5,5,1,2
1560,E6.5,5,2,3
1561,E6.5,5,3,2
1562,E6.5,5,0,2
1563,E6.5,5,0,1
1564,E6.5,5,0,2
1565,E6.5,5,0,2
1566,E6.5,5,1,2
1567,E6.5,5,2,3
1568,E6.5,5,2,3
1569,E6.5,5,1,2
1570,E6.5,5,3,2
1571,E6.5,5,5,0
1572,E6.5,5,1,2
1574,E6.5,5,0,1
1575,E6.5,5,4,2
1576,E6.5,5,3,2
1577,E6.5,5,4,2
1578,E6.5,5,0,2
1579,E6.5,5,3,2
1580,E6.5,5,3,2
1581,E6.5,5,0,1
1582,E6.5,5,2,3
1583,E6.5,5,5,0
1584,E6.5,5,1,2
1585,E6.5,5,4,2
1586,E6.5,5,2,3
1587,E6.5,5,2,3
1588,E6.5,5,0,2
1589,E6.5,5,3,2
1590,E6.5,5,2,3
1591,E6.5,5,5,0
1592,E6.5,5,2,3
1593,E6.5,5,2,3
1594,E6.5,5,5,0
1595,E6.5,5,0,5
1596,E6.5,5,0,5
1597,E6.5,5,3,2
1598,E6.5,5,0,5
1599,E6.5,5,1,2
1600,E6.5,5,4,2
1601,E6.5,5,2,3
1604,E6.5,5,4,2
1605,E6.5,5,2,3
1606,E6.5,5,3,2
1607,E6.5,5,2,3
1608,E6.5,5,0,5
1609,E6.5,5,0,1
1610,E6.5,5,2,3
1611,E6.5,5,3,2
1612,E6.5,5,0,5
1613,E6.5,5,3,2
1615,E6.5,5,4,2
1616,E6.5,5,3,2
1617,E6.5,5,0,2
1618,E6.5,5,3,2
1619,E6.5,5,0,1
1620,E6.5,5,1,2
1621,E6.5,5,0,2
1622,E6.5,5,3,2
1623,E6.5,5,3,2
1624,E6.5,5,3,2
1626,E6.5,5,0,1
1628,E6.5,5,1,2
1629,E6.5,5,1,2
1630,E6.5,5,1,2
1633,E6.5,5,5,0
1634,E6.5,5,2,3
1635,E6.5,5,4,2
1636,E6.5,5,3,2
1637,E6.5,5,1,2
1638,E6.5,5,2,3
1639,E6.5,5,3,2
1640,E6.5,5,3,5
1641,E6.5,5,0,1
1642,E6.5,5,2,3
1643,E6.5,5,0,2
1644,E6.5,5,3,2
1645,E6.5,5,1,2
1646,E6.5,5,2,3
1647,E6.5,5,1,2
1648,E6.5,5,4,2
1649,E6.5,5,1,2
1650,E6.5,5,4,2
1652,E6.5,5,4,2
1653,E6.5,5,3,2
1654,E6.5,5,0,1
1655,E6.5,5,0,5
1656,E6.5,5,3,2
1657,E6.5,5,1,2
1658,E6.5,5,2,3
1659,E6.5,5,4,2
1660,E6.5,5,0,1
1661,E6.5,5,5,0
1662,E6.5,5,2,3
1664,E6.5,5,3,2
1666,E6.5,5,0,5
1667,E6.5,5,0,5
1668,E6.5,5,0,1
1669,E6.5,5,1,2
1670,E6.5,5,2,3
1671,E6.5,5,0,5
1672,E6.5,5,1,2
1673,E6.5,5,2,3
1674,E6.5,5,2,3
1675,E6.5,5,2,3
1676,E6.5,5,1,2
1677,E6.5,5,2,3
1678,E6.5,5,3,2
1680,E6.5,5,0,5
1681,E6.5,5,3,2
1682,E6.5,5,2,3
1683,E6.5,5,0,5
1685,E6.5,5,0,1
1686,E6.5,5,5,0
1687,E6.5,5,0,1
1689,E6.5,5,5,4
1690,E6.5,5,2,3
1691,E6.5,5,2,3
1692,E6.5,5,2,3
1693,E6.5,5,0,2
1694,E6.5,5,1,2
1695,E6.5,5,1,2
1696,E6.5,5,0,1
1697,E6.5,5,0,2
1698,E6.5,5,0,5
1699,E6.5,5,5,4
1700,E6.5,5,2,3
1701,E6.5,5,2,3
1702,E6.5,5,2,3
1704,E6.5,5,3,2
1705,E6.5,5,3,2
1707,E6.5,5,2,3
1708,E6.5,5,1,2
1709,E6.5,5,2,3
1711,E6.5,5,3,2
1712,E6.5,5,0,1
1713,E6.5,5,3,2
1715,E6.5,5,2,3
1716,E6.5,5,3,2
1717,E6.5,5,2,3
1718,E6.5,5,0,1
1719,E6.5,5,4,2
1721,E6.5,5,5,0
1722,E6.5,5,1,2
1723,E6.5,5,0,5
1724,E6.5,5,5,4
1725,E6.5,5,1,2
1726,E6.5,5,2,3
1727,E6.5,5,4,2
1728,E6.5,5,1,2
1729,E6.5,5,1,2
1730,E6.5,5,2,3
1731,E6.5,5,2,3
1732,E6.5,5,2,3
1733,E6.5,5,2,3
1734,E6.5,5,5,0
1735,E6.5,5,2,3
1736,E6.5,5,2,3
1737,E6.5,5,2,3
1738,E6.5,5,0,2
1740,E6.5,5,0,1
1741,E6.5,5,1,2
1742,E6.5,5,3,2
1743,E6.5,5,0,1
1744,E6.5,5,5,4
1745,E6.5,5,3,2
1746,E6.5,5,2,3
1747,E6.5,5,4,2
1749,E6.5,5,3,2
1750,E6.5,5,1,2
1751,E6.5,5,0,2
1752,E6.5,5,0,2
1753,E6.5,5,5,0
1754,E6.5,5,0,2
1755,E6.5,5,1,2
1756,E6.5,5,4,2
1757,E6.5,5,0,1
1758,E6.5,5,4,2
1759,E6.5,5,2,3
1760,E6.5,5,2,3
1761,E6.5,5,1,2
1762,E6.5,5,3,2
1763,E6.5,5,0,1
1765,E6.5,5,4,2
1766,E6.5,5,4,2
1767,E6.5,5,2,3
1769,E6.5,5,4,2
1770,E6.5,5,3,2
1771,E6.5,5,0,2
1772,E6.5,5,5,0
1774,E6.5,5,0,1
1775,E6.5,5,2,3
1776,E6.5,5,3,2
1777,E6.5,5,5,0
1778,E6.5,5,3,2
1779,E6.5,5,1,2
1780,E6.5,5,2,3
1781,E6.5,5,3,2
1782,E6.5,5,3,2
1783,E6.5,5,4,2
1784,E6.5,5,2,3
1786,E6.5,5,5,0
1787,E6.5,5,1,2
1788,E6.5,5,3,2
1789,E6.5,5,0,2
1790,E6.5,5,5,4
1791,E6.5,5,2,3
1792,E6.5,5,5,0
1793,E6.5,5,2,3
1794,E6.5,5,0,1
1795,E6.5,5,0,5
1796,E6.5,5,5,4
1798,E6.5,5,0,5
1799,E6.5,5,3,2
1800,E6.5,5,5,0
1801,E6.5,5,0,2
1802,E6.5,5,1,2
1803,E6.5,5,0,5
1804,E6.5,5,0,2
1805,E6.5,5,2,3
1807,E6.5,5,1,2
1808,E6.5,5,0,1
1809,E6.5,5,2,3
1810,E6.5,5,3,2
1811,E6.5,5,4,2
1812,E6.5,5,3,2
1813,E6.5,5,5,0
1814,E6.5,5,0,5
1816,E6.5,5,2,3
1817,E6.5,5,3,2
1818,E6.5,5,1,2
1821,E6.5,5,5,0
1822,E6.5,5,5,0
1823,E6.5,5,0,5
1825,E6.5,5,1,2
1826,E6.5,5,3,2
1827,E6.5,5,2,3
1828,E6.5,5,0,2
1829,E6.5,5,5,0
1830,E6.5,5,2,3
1831,E6.5,5,1,2
1832,E6.5,5,4,2
1834,E6.5,5,3,2
1835,E6.5,5,2,3
1836,E6.5,5,2,3
1838,E6.5,5,4,2
1839,E6.5,5,3,2
1840,E6.5,5,4,2
1841,E6.5,5,3,2
1843,E6.5,5,3,2
1844,E6.5,5,3,2
1845,E6.5,5,0,2
1846,E6.5,5,5,0
1847,E6.5,5,2,3
1848,E6.5,5,0,2
1850,E6.5,5,5,4
1851,E6.5,5,0,1
1853,E6.5,5,0,5
1854,E6.5,5,1,2
1855,E6.5,5,1,2
1856,E6.5,5,2,3
1857,E6.5,5,4,2
1858,E6.5,5,1,2
1859,E6.5,5,0,1
1860,E6.5,5,3,2
1861,E6.5,5,5,0
1862,E6.5,5,2,3
1863,E6.5,5,2,3
1864,E6.5,5,4,2
1865,E6.5,5,3,2
1866,E6.5,5,2,3
1867,E6.5,5,1,2
1868,E6.5,5,5,0
1869,E6.5,5,3,2
1870,E6.5,5,1,2
1872,E6.5,5,2,3
1873,E6.5,5,2,3
1874,E6.5,5,5,4
1876,E6.5,5,2,3
1877,E6.5,5,3,2
1878,E6.5,5,2,3
1879,E6.5,5,0,1
1882,E6.5,5,3,2
1883,E6.5,5,1,2
1884,E6.5,5,4,2
1887,E6.5,5,0,1
1888,E6.5,5,4,2
1889,E6.5,5,0,1
1890,E6.5,5,1,2
1891,E6.5,5,2,3
1892,E6.5,5,1,2
1894,E6.5,5,2,3
1895,E6.5,5,1,2
1897,E6.5,5,0,1
1898,E6.5,5,4,2
1899,E6.5,5,5,0
1900,E6.5,5,2,3
1901,E6.5,5,1,2
1902,E6.5,5,3,2
1903,E6.5,5,3,2
1904,E6.5,5,4,2
1905,E6.5,5,4,2
1906,E6.5,5,1,2
1907,E6.5,5,0,5
1908,E6.5,5,0,2
1909,E6.5,5,1,2
1910,E6.5,5,0,2
1911,E6.5,5,0,5
1912,E6.5,5,3,2
1914,E6.5,5,5,4
1915,E6.5,5,1,2
1916,E6.5,5,2,3
1917,E6.5,5,1,2
1919,E6.5,5,5,4
1920,E6.5,5,1,2
1921,E6.5,5,1,2
1922,E6.5,5,4,2
1923,E6.5,5,3,2
1924,E6.5,5,2,3
1925,E6.5,5,3,2
1926,E6.5,5,0,5
1927,E6.5,5,1,2
1928,E6.5,5,0,5
1929,E6.5,5,1,2
1930,E6.5,5,1,2
1931,E6.5,5,0,1
1932,E6.5,5,3,2
1933,E6.5,5,1,2
1934,E6.5,5,2,3
1935,E6.5,5,3,2
1936,E6.5,5,3,2
1938,E6.5,5,0,1
1939,E6.5,5,1,2
1942,E6.5,5,1,2
1943,E6.5,5,1,2
1944,E6.5,5,0,5
1945,E6.5,5,1,2
1946,E6.5,5,0,1
1948,E6.5,5,5,0
1949,E6.5,5,3,2
1950,E6.5,5,3,2
1951,E6.5,5,1,2
1952,E6.5,5,3,2
1953,E6.5,5,2,3
1954,E6.5,5,5,0
1955,E6.5,5,2,3
1956,E6.5,5,5,0
1957,E6.5,5,0,5
1958,E6.5,5,1,2
1959,E6.5,5,2,3
1962,E6.5,5,4,2
1963,E6.5,5,3,2
1964,E6.5,5,1,2
1965,E6.5,5,3,2
1966,E6.5,5,1,2
1967,E6.5,5,0,1
1968,E6.5,5,1,2
1969,E6.5,5,0,1
1970,E6.5,5,2,3
1971,E6.5,5,3,2
1972,E6.5,5,0,5
1973,E6.5,5,1,2
1974,E6.5,5,2,3
1976,E6.5,5,2,3
1977,E6.5,5,0,1
1978,E6.5,5,5,0
1979,E6.5,5,1,2
1981,E6.5,5,0,5
1982,E6.5,5,3,2
1984,E6.5,5,1,2
1985,E6.5,5,0,2
1987,E6.5,5,2,3
1988,E6.5,5,1,2
1989,E6.5,5,3,2
1990,E6.5,5,1,2
1991,E6.5,5,5,4
1992,E6.5,5,0,1
1993,E6.5,5,0,5
1994,E6.5,5,5,0
1995,E6.5,5,1,2
1996,E6.5,5,2,3
1998,E6.5,5,2,3
2000,E6.5,5,2,3
2001,E6.5,5,0,5
2003,E6.5,5,2,3
2004,E6.5,5,4,2
2005,E6.5,5,0,2
2007,E6.5,5,3,2
2008,E6.5,5,2,3
2009,E6.5,5,1,2
2010,E6.5,5,2,3
2011,E6.5,5,0,2
2012,E6.5,5,1,2
2013,E6.5,5,1,2
2014,E6.5,5,2,3
2015,E6.5,5,4,2
2016,E6.5,5,4,2
2017,E6.5,5,2,3
2018,E6.5,5,2,3
2019,E6.5,5,1,2
2020,E6.5,5,3,2
2021,E6.5,5,2,3
2023,E6.5,5,4,2
2024,E6.5,5,1,2
2025,E6.5,5,0,1
2026,E6.5,5,0,5
2027,E6.5,5,2,3
2028,E6.5,5,3,2
2029,E6.5,5,3,2
2030,E6.5,5,2,3
2031,E6.5,5,2,3
2032,E6.5,5,2,3
2033,E6.5,5,2,3
2034,E6.5,5,3,2
2035,E6.5,5,0,1
2036,E6.5,5,0,1
2037,E6.5,5,2,3
2038,E6.5,5,0,5
2039,E6.5,5,0,1
2040,E6.5,5,3,2
2041,E6.5,5,2,3
2043,E6.5,5,0,5
2045,E6.5,5,2,3
2046,E6.5,5,5,0
2047,E6.5,5,1,2
2048,E6.5,5,5,0
2049,E6.5,5,3,2
2051,E6.5,5,0,2
2055,E6.5,5,4,2
2056,E6.5,5,1,2
2057,E6.5,5,2,3
2060,E6.5,5,0,1
2061,E6.5,5,1,2
2062,E6.5,5,3,2
2063,E6.5,5,3,5
2064,E6.5,5,2,3
2065,E6.5,5,4,2
2066,E6.5,5,1,2
2067,E6.5,5,3,2
2068,E6.5,5,2,3
2069,E6.5,5,0,1
2071,E6.5,5,2,3
2072,E6.5,5,2,3
2073,E6.5,5,2,3
2074,E6.5,5,1,2
2075,E6.5,5,5,0
2077,E6.5,5,0,2
2078,E6.5,5,2,3
2079,E6.5,5,4,2
2080,E6.5,5,5,0
2081,E6.5,5,1,2
2082,E6.5,5,1,2
2083,E6.5,5,2,3
2084,E6.5,5,3,2
2086,E6.5,5,0,5
2087,E6.5,5,0,1
2088,E6.5,5,0,1
2090,E6.5,5,2,3
2091,E6.5,5,1,2
2092,E6.5,5,2,3
2093,E6.5,5,1,2
2094,E6.5,5,4,2
2095,E6.5,5,1,2
2096,E6.5,5,4,2
2097,E6.5,5,2,3
2098,E6.5,5,0,1
2099,E6.5,5,1,2
2100,E6.5,5,5,0
2101,E6.5,5,3,2
2102,E6.5,5,3,2
2103,E6.5,5,1,2
2104,E6.5,5,1,2
2105,E6.5,5,3,2
2107,E6.5,5,2,3
2108,E6.5,5,1,2
2109,E6.5,5,2,3
2110,E6.5,5,2,3
2113,E6.5,5,3,2
2114,E6.5,5,0,2
2115,E6.5,5,2,3
2116,E6.5,5,0,2
2117,E6.5,5,0,2
2118,E6.5,5,2,3
2119,E6.5,5,1,2
2121,E6.5,5,2,3
2123,E6.5,5,0,1
2124,E6.5,5,2,3
2125,E6.5,5,3,2
2126,E6.5,5,1,2
2127,E6.5,5,3,2
2128,E6.5,5,5,4
2129,E6.5,5,4,2
2130,E6.5,5,0,1
2132,E6.5,5,1,2
2133,E6.5,5,2,3
2134,E6.5,5,3,2
2135,E6.5,5,5,0
2136,E6.5,5,3,2
2137,E6.5,5,1,2
2138,E6.5,5,0,1
2139,E6.5,5,3,2
2140,E6.5,5,4,2
2141,E6.5,5,2,3
2142,E6.5,5,0,5
2144,E6.5,5,2,3
2145,E6.5,5,5,0
2147,E6.5,5,4,2
2148,E6.5,5,1,2
2149,E6.5,5,4,2
2150,E6.5,5,0,1
2151,E6.5,5,0,5
2152,E6.5,5,1,2
2153,E6.5,5,0,5
2154,E6.5,5,1,2
2155,E6.5,5,0,1
2156,E6.5,5,1,2
2157,E6.5,5,2,3
2158,E6.5,5,3,2
2159,E6.5,5,1,2
2160,E6.5,5,4,2
2162,E6.5,5,2,3
2164,E6.5,5,0,1
2166,E6.5,5,2,3
2167,E6.5,5,0,5
2168,E6.5,5,2,3
2169,E6.5,5,2,3
2171,E6.5,5,0,5
2172,E6.5,5,4,2
2173,E6.5,5,3,2
2174,E6.5,5,0,1
2175,E6.5,5,3,2
2176,E6.5,5,5,0
2177,E6.5,5,4,2
2178,E6.5,5,4,2
2179,E6.5,5,0,1
2180,E6.5,5,5,0
2181,E6.5,5,0,2
2182,E6.5,5,2,3
2183,E6.5,5,0,1
2185,E6.5,5,2,3
2186,E6.5,5,3,2
2187,E6.5,5,0,2
2188,E6.5,5,2,3
2189,E6.5,5,3,2
2190,E6.5,5,0,1
2191,E6.5,5,2,3
2194,E6.5,5,1,2
2196,E6.5,5,0,5
2197,E6.5,5,0,2
2199,E6.5,5,1,2
2201,E6.5,5,1,2
2203,E6.5,5,1,2
2204,E6.5,5,5,0
2205,E6.5,5,3,2
2206,E6.5,5,0,2
2207,E6.5,5,0,5
2208,E6.5,5,3,2
2209,E6.5,5,0,5
2210,E6.5,5,0,1
2211,E6.5,5,1,2
2212,E6.5,5,3,2
2213,E6.5,5,2,3
2214,E6.5,5,2,3
2217,E6.5,5,0,1
2219,E6.5,5,2,3
2220,E6.5,5,0,5
2223,E6.5,5,4,2
2224,E6.5,5,4,2
2225,E6.5,5,0,2
2226,E6.5,5,1,2
2227,E6.5,5,3,2
2228,E6.5,5,1,2
2229,E6.5,5,5,0
2230,E6.5,5,2,3
2231,E6.5,5,2,3
2232,E6.5,5,0,1
2233,E6.5,5,2,3
2234,E6.5,5,0,1
2235,E6.5,5,3,2
2236,E6.5,5,0,1
2237,E6.5,5,1,2
2238,E6.5,5,5,0
2239,E6.5,5,1,2
2240,E6.5,5,0,1
2241,E6.5,5,3,2
2242,E6.5,5,3,2
2243,E6.5,5,0,1
2244,E6.5,5,0,5
2245,E6.5,5,5,0
2246,E6.5,5,0,5
2248,E6.5,5,3,2
2250,E6.5,5,4,2
2252,E6.5,5,3,2
2253,E6.5,5,0,1
2254,E6.5,5,5,0
2255,E6.5,5,0,1
2256,E6.5,5,0,5
2257,E6.5,5,1,2
2258,E6.5,5,2,3
2259,E6.5,5,2,3
2260,E6.5,5,4,2
2261,E6.5,5,1,2
2262,E6.5,5,2,3
2263,E6.5,5,4,2
2264,E6.5,5,0,1
2265,E6.5,5,1,2
2266,E6.5,5,0,2
2267,E6.5,5,1,2
2269,E6.5,5,0,1
2270,E6.5,5,1,2
2271,E6.5,5,1,2
2272,E6.5,5,5,0
2274,E6.5,5,2,3
2276,E6.5,5,5,0
2277,E6.5,5,5,4
2278,E6.5,5,0,1
2279,E6.5,5,5,0
2280,E6.5,5,2,3
2281,E6.5,5,2,3
2282,E6.5,5,3,2
2283,E6.5,5,2,3
2284,E6.5,5,0,5
2285,E6.5,5,2,3
2286,E6.5,5,4,2
2287,E6.5,5,0,2
2288,E6.5,5,3,2
2289,E6.5,5,1,2
2290,E6.5,5,2,3
2291,E6.5,5,1,2
2295,E6.5,5,0,2
2296,E6.5,5,1,2
2298,E6.5,5,2,3
2299,E6.5,5,1,2
2300,E6.5,5,0,5
2301,E6.5,5,2,3
2302,E6.5,5,0,5
2303,E6.5,5,1,2
2304,E6.5,5,0,5
2305,E6.5,5,2,3
2306,E6.5,5,2,3
2307,E6.5,5,3,2
2308,E6.5,5,4,2
2309,E6.5,5,0,2
2310,E6.5,5,2,3
2311,E6.5,5,5,0
2312,E6.5,5,1,2
2313,E6.5,5,1,2
2314,E6.5,5,2,3
2315,E6.5,5,0,1
2316,E6.5,5,0,2
2317,E6.5,5,5,4
2318,E6.5,5,2,3
2319,E6.5,5,0,5
2320,E6.5,5,2,3
2322,E6.5,5,0,5
2323,E6.5,5,1,2
2325,E6.5,5,0,2
2326,E6.5,5,1,2
2327,E6.5,5,2,3
2328,E6.5,5,2,3
2329,E6.5,5,3,2
2330,E6.5,5,4,2
2331,E6.5,5,4,2
2332,E6.5,5,3,2
2333,E6.5,5,4,2
2334,E6.5,5,1,2
2335,E6.5,5,2,3
2336,E6.5,5,1,2
2337,E6.5,5,4,2
2338,E6.5,5,2,3
2339,E6.5,5,2,3
2340,E6.5,5,4,2
2341,E6.5,5,3,2
2342,E6.5,5,5,0
2344,E6.5,5,2,3
2345,E6.5,5,3,2
2346,E6.5,5,3,2
2347,E6.5,5,3,2
2349,E6.5,5,0,2
2350,E6.5,5,0,1
2351,E6.5,5,4,2
2353,E6.5,5,2,3
2354,E6.5,5,0,5
2357,E6.5,5,1,2
2359,E6.5,5,2,3
2361,E6.5,5,0,5
2362,E6.5,5,3,2
2363,E6.5,5,4,2
2364,E6.5,5,1,2
2365,E6.5,5,0,1
2366,E6.5,5,3,2
2367,E6.5,5,2,3
2368,E6.5,5,1,2
2369,E6.5,5,4,2
2370,E6.5,5,5,4
2371,E6.5,5,5,0
2372,E6.5,5,1,2
2373,E6.5,5,2,3
2374,E6.5,5,2,3
2375,E6.5,5,1,2
2376,E6.5,5,3,2
2377,E6.5,5,0,5
2378,E6.5,5,0,5
2380,E6.5,5,4,2
2381,E6.5,5,1,2
2382,E6.5,5,0,2
2383,E6.5,5,2,3
2384,E6.5,5,1,2
2385,E6.5,5,1,2
2386,E6.5,5,4,2
2387,E6.5,5,2,3
2388,E6.5,5,2,3
2389,E6.5,5,2,3
2391,E6.5,5,1,2
2393,E6.5,5,1,2
2394,E6.5,5,5,0
2395,E6.5,5,1,2
2396,E6.5,5,0,1
2398,E6.5,5,2,3
2399,E6.5,5,1,2
2400,E6.5,5,0,1
2401,E6.5,5,0,1
2402,E6.5,5,0,5
2403,E6.5,5,0,5
2404,E6.5,5,5,0
2405,E6.5,5,0,1
2406,E6.5,5,2,3
2407,E6.5,5,1,2
2408,E6.5,5,4,2
2409,E6.5,5,0,1
2410,E6.5,5,5,4
2411,E6.5,5,0,1
2412,E6.5,5,0,1
2413,E6.5,5,4,2
2414,E6.5,5,4,2
2415,E6.5,5,1,2
2416,E6.5,5,3,2
2417,E6.5,5,1,2
2418,E6.5,5,1,2
2419,E6.5,5,5,0
2421,E6.5,5,3,2
2422,E6.5,5,1,2
2423,E6.5,5,1,2
2425,E6.5,5,2,3
2426,E6.5,5,1,2
2427,E6.5,5,3,2
2428,E6.5,5,2,3
2429,E6.5,5,3,2
2430,E6.5,5,0,5
2431,E6.5,5,1,2
2432,E6.5,5,0,5
2434,E6.5,5,4,2
2436,E6.5,5,0,5
2437,E6.5,5,2,3
2438,E6.5,5,0,5
2439,E6.5,5,2,3
2440,E6.5,5,2,3
2441,E6.5,5,2,3
2442,E6.5,5,4,2
2443,E6.5,5,0,5
2444,E6.5,5,4,2
2445,E6.5,5,1,2
2446,E6.5,5,1,2
2447,E6.5,5,2,3
2448,E6.5,5,4,2
2451,E6.5,5,0,2
2452,E6.5,5,2,3
2453,E6.5,5,1,2
2454,E6.5,5,5,0
2455,E6.5,5,1,2
2456,E6.5,5,5,0
2457,E6.5,5,3,2
2458,E6.5,5,5,0
2459,E6.5,5,5,4
2460,E6.5,5,2,3
2461,E6.5,5,3,2
2462,E6.5,5,0,5
2463,E6.5,5,3,2
2466,E6.5,5,4,2
2467,E6.5,5,3,2
2468,E6.5,5,2,3
2469,E6.5,5,2,3
2471,E6.5,5,2,3
2472,E6.5,5,0,5
2473,E6.5,5,2,3
2474,E6.5,5,4,2
2475,E6.5,5,1,2
2476,E6.5,5,1,2
2478,E6.5,5,0,1
2479,E6.5,5,2,3
2481,E6.5,5,1,2
2482,E6.5,5,5,0
2484,E6.5,5,1,2
2485,E6.5,5,0,5
2486,E6.5,5,0,1
2487,E6.5,5,3,2
2488,E6.5,5,3,2
2489,E6.5,5,0,5
2490,E6.5,5,3,2
2491,E6.5,5,3,2
2492,E6.5,5,1,2
2494,E6.5,5,5,0
2495,E6.5,5,2,3
2496,E6.5,5,0,5
2497,E6.5,5,5,0
2498,E6.5,5,2,3
2499,E6.5,5,2,3
2500,E6.5,5,1,2
2501,E6.5,5,0,1
2502,E6.5,5,1,2
2503,E6.5,5,0,2
2504,E6.5,5,0,2
2505,E6.5,5,4,2
2506,E6.5,5,1,2
2507,E6.5,5,4,2
2508,E6.5,5,0,5
2509,E6.5,5,2,3
2510,E6.5,5,3,2
2511,E6.5,5,2,3
2512,E6.5,5,0,5
2513,E6.5,5,5,0
2514,E6.5,5,1,2
2515,E6.5,5,0,1
2518,E6.5,5,4,2
2519,E6.5,5,0,2
2520,E6.5,5,2,3
2521,E6.5,5,4,2
2523,E6.5,5,0,5
2524,E6.5,5,3,2
2525,E6.5,5,4,2
2526,E6.5,5,1,2
2527,E6.5,5,0,5
2528,E6.5,5,4,2
2529,E6.5,5,0,5
2531,E6.5,5,3,2
2532,E6.5,5,0,5
2533,E6.5,5,1,2
2534,E6.5,5,4,2
2535,E6.5,5,1,2
2536,E6.5,5,0,5
2537,E6.5,5,2,3
2539,E6.5,5,3,2
2540,E6.5,5,2,3
2541,E6.5,5,0,5
2543,E6.5,5,1,2
2544,E6.5,5,3,2
2545,E6.5,5,4,2
2546,E6.5,5,1,2
2547,E6.5,5,5,4
2548,E6.5,5,2,3
2549,E6.5,5,1,2
2550,E6.5,5,0,1
2551,E6.5,5,5,0
2552,E6.5,5,0,1
2553,E6.5,5,3,2
2555,E6.5,5,0,5
2556,E6.5,5,0,1
2557,E6.5,5,1,2
2559,E6.5,5,2,3
2560,E6.5,5,3,2
2561,E6.5,5,1,2
2562,E6.5,5,1,2
2563,E6.5,5,1,2
2564,E6.5,5,0,1
2565,E6.5,5,0,2
2566,E6.5,5,0,2
2567,E6.5,5,5,0
2568,E6.5,5,2,3
2569,E6.5,5,2,3
2570,E6.5,5,3,2
2571,E6.5,5,3,2
2572,E6.5,5,3,2
2574,E6.5,5,0,1
2575,E6.5,5,3,2
2576,E6.5,5,5,0
2577,E6.5,5,4,2
2578,E6.5,5,3,2
2579,E6.5,5,0,5
2580,E6.5,5,3,2
2581,E6.5,5,0,1
2582,E6.5,5,0,2
2583,E6.5,5,0,1
2584,E6.5,5,3,2
2585,E6.5,5,0,2
2586,E6.5,5,2,3
2587,E6.5,5,2,3
2588,E6.5,5,5,4
2589,E6.5,5,2,3
2590,E6.5,5,2,3
2591,E6.5,5,4,2
2592,E6.5,5,4,2
2594,E6.5,5,2,3
2595,E6.5,5,2,3
2597,E6.5,5,1,2
2598,E6.5,5,0,5
2599,E6.5,5,5,4
2600,E6.5,5,5,0
2601,E6.5,5,0,5
2602,E6.5,5,2,3
2603,E6.5,5,2,3
2604,E6.5,5,1,2
2605,E6.5,5,3,2
2606,E6.5,5,4,2
2607,E6.5,5,1,2
2608,E6.5,5,0,1
2610,E6.5,5,0,1
2612,E6.5,5,3,2
2614,E6.5,5,1,2
2615,E6.5,5,0,5
